NCT00892229, Cervagem, Vaginal Bleeding, Abortion, Induced, Uterine Monitoring, Intrauterine Device Expulsion, Delivery, Obstetric, Pregnancy Trimester, Second, Oxytocics, Postcesarean Section, Internal Cardiotocography,,,
NCT00894478, Subclinical Seizure, Electrocorticography, Intraoperative Electrocorticography, fMRI, Cryptogenic Infantile Spasms, Epilepsy, Brain Electrical Activity Mapping, Epilepsy, Complex Partial, Diffusion Magnetic Resonance Imaging, Epilepsies, Partial,,,,
NCT00899119, Clinical Trials, Phase I as Topic, Multicenter Study, Treatment Protocols, Antineoplastic Protocols, Hematopoietic Stem Cell Transplantation, Peripheral Blood Stem Cell Transplantation, Revlimid, Clinical Trials, Phase IV as Topic, Point-of-Care Systems, Clinical Research Protocol,,,,
NCT00899535, Biomarkers, Tumor, Cancer Screening, Carcinoma in Situ, Carcinoma, Non-Small-Cell Lung, Cancer, Second Primary, Neoplasms, Unknown Primary, Cancer of Intestines, Small Cell Lung Carcinoma, Multicenter Study, Hematologic Neoplasms,,
NCT00904098, Drug Therapy, Drug Evaluation, Nonrespondents, Drug-Related Side Effects and Adverse Reactions, Movalis, Clinical Research Protocol, Gastrointestinal Agents, Pragmatic Clinical Trial, Clinical Trials, Phase IV as Topic, Analgesics,,,,,
NCT00905021, Multicenter Study, Clinical Trials, Randomized, Prophylactic Mastectomy, Therapies, Investigational, Clinical Trials, Phase I as Topic, Systemic Enzyme Therapy, Carcinoma in Situ, Drug-Related Side Effects and Adverse Reactions, Treatment Protocols, CRLX101,,,
NCT00905723, MPA-E2C, Clinical Research Protocol, Female Contraception, Drug Evaluation, Risk Factors, Clinic Activities, Estrogen Replacement, Nutrition Therapy, Pregnancy in Diabetics, Drug-Related Side Effects and Adverse Reactions,,,,,,
NCT00907036, Transplantation Conditioning, Peripheral Blood Stem Cell Transplantation, Hematopoietic Stem Cell Transplantation, Autografts, Graft vs Leukemia Effect, Cell Transplants, Clinical Trials, Phase I as Topic, Melphalan, Revlimid, Disease-Free Survival,,,,,
NCT00908947, Clinical Research Protocol, Cardiovascular Surgical Procedures, Procedures, Liver Function Tests, Myocardial Revascularization, Patient Readmission, Catheterization, Catheterization, Central Venous, Drug Evaluation, Selection for Treatment,,,,,
NCT00910403, Ametropia, Corneal Pachymetry, Pseudophakia, Phakic Intraocular Lenses, Retinoscopy, Aberrometry, Refractive Errors, Videokeratography, Emmetropia, Lens Implantation, Intraocular,,,,,
NCT00911703, Point-of-Care Systems, Clinical Research Protocol, Bedside Testing, Practice Patterns, Physicians', Practice Guideline, Monitoring, Ambulatory, Drug Evaluation, Nonrespondents, Outcome Measures, Patient Readmission,,,,
NCT00912665, Blood Pressure Monitors, Hypotension, Cardiac Output, Ocular Hypotension, Intraocular Pressure, Nitroglycerin, Capillary Resistance, Ophthalmodynamometry, Intracranial Hypertension, Blood Gas Analysis,,,,,,
NCT00916916, Clinical Research Protocol, Drug Evaluation, Drug Approval Process, Clinical Trials, Phase IV as Topic, Device Approval, Drug Utilization Review, Point-of-Care Systems, Databases, Pharmaceutical, Omnitrope, Practice Patterns, Physicians',,,
NCT00918060, Periodontal Debridement, Dental Plaque Index, Bleeding on Probing, Gingival, Community Periodontal Index of Treatment Needs, Dental Caries, Gingival Diseases, Atridox, Dental Care, Chronic Periodontitis, Scaling, Supragingival,,,,
NCT00919607, USL255, bitopertin, edivoxetine, Trileptal, dexpramipexole, IPX066, Drug Evaluation, Clinical Trials, Phase IV as Topic, Cymbalta, Provigil,,,,,
NCT00922428, Pain Management, Dysmenorrhea, Physical Therapy Modalities, Drug Therapy, Movalis, Drug-Related Side Effects and Adverse Reactions, Analgesics, Treatment Effectiveness, Clinical Investigators, Acute Pain,,,,,,
NCT00922753, Work of Breathing, Vital Capacity, Clinical Research Protocol, Diffusion, Maximal Voluntary Ventilation, Anesthesia, Closed-Circuit, Cryoanesthesia, Blood Gas Analysis, Models, Biological, Medical Records,,,,
NCT00924937, Hyperlipidemias, Coronary Disease, Cardiovascular Diseases, Myocardial Ischemia, Dyslipoproteinemias, Metabolic Syndrome X, Hyperlipoproteinemias, Hyperglycemia, Cholesterol, LDL, Hypercholesterolemia,,,,,
NCT00931814, Rehabilitation Research, Outcome Measures, Physical Examination, Health Status Indicators, Cognition Disorders, Disability Evaluation, Geriatric Assessment, Rehabilitation, Healthy Volunteers, Nutrition Assessment,,,,,,
NCT00933257, Sunscreening Agents, Ultraviolet Therapy, Cancer of Skin, Phototherapy, Drug-Related Side Effects and Adverse Reactions, Systemic Enzyme Therapy, Dermatitis, Phototoxic, Drug Evaluation, Photosensitivity Disorders, Drug Hypersensitivity,,,,,
NCT00937365, Physical Therapy Modalities, Manipulation Therapy, Manipulation, Chiropractic, Manual Therapies, Clinical Research Protocol, Manipulation, Osteopathic, Disability Evaluation, Chiropractic, Spinal Adjustment, Chiropractic, Outcome Studies,,,
NCT00937690, Cancer of Skin, Keratosis, Seborrheic, Basal Cell Cancer, Carcinoma, Basal Cell, Epidermal Cyst, Vulvar Diseases, Nevus, Pigmented, Port-Wine Stain, Fibrocystic Breast Disease, Carcinoma, Basal Cell, Pigmented,
NCT00938899, drisapersen, Hematologic Agents, Clinical Trials, Phase IV as Topic, Drug Evaluation, Drug Administration Schedule, evofosfamide, Neumega, Atripla, Dexatrim, Treatment Effectiveness,,,,,
NCT00868946, Asymptomatic Diseases, Drug-Related Side Effects and Adverse Reactions, Congestive Heart Failure, Heart Failure, Hepatitis E, Drug Evaluation, Hepatitis B, Respiratory Therapy, Hematologic Tests, Immunoglobulins, Intravenous,,,,,
NCT00869479, Clinical Research Protocol, Clinical Trials, Phase IV as Topic, Drug-Related Side Effects and Adverse Reactions, Asymptomatic Diseases, Point-of-Care Systems, Drug Evaluation, Multiple Chemical Sensitivity, Protocols, Nursing, Medical Records, Centers for Disease Control and Prevention (U.S.),,,,
NCT00875693, Revlimid, Clinical Trials, Phase I as Topic, Leukopenia, Idarubicin, Neumega, Berlin-Frankfort-Munster protocol, BFM-79 protocol, Alkeran, Aracytine, Drug Toxicity,,,,,
NCT00876408, Clinical Research Protocol, Multicenter Study, Clinical Trials, Phase IV as Topic, Point-of-Care Systems, Drug Approval Process, Cost-Effectiveness Analysis, Antineoplastic Protocols, Drug Evaluation, Cancer Screening, Drug Utilization Review,,,,,
NCT00886704, Weight-Loss Agents, Dexatrim, Weight Loss, Drug Evaluation, Diet, Diabetic, Hypoglycemic Agents, Nutrition Therapy, Nutritional Requirements, Diet Therapy, Fats, Unsaturated,,,,
NCT00887029, Single-Masked Study, Ocusert, Ocular Hypotension, Glaucoma, Open-Angle, Cycloplegics, Travatan, Refractive Errors, Betoptic, Miotics, Lumigan,,,,,
NCT00889902, Cancer Screening Tests, Cancer Screening, Risk Factors, Drug Evaluation, Asymptomatic Diseases, Cost-Effectiveness Analysis, Clinical Research Protocol, Early Detection of Cancer, Clinical Trials, Phase IV as Topic, Nonrespondents,,,,,
NCT00892658, Systemic Enzyme Therapy, Liver Function Tests, Clinical Trials, Phase I as Topic, Clinical Trials, Randomized, Drug Evaluation, Prophylactic Mastectomy, Drug-Related Side Effects and Adverse Reactions, Multicenter Study, Therapies, Investigational, Psychotherapy, Multiple,,
NCT00892970, Clinical Research Protocol, Safety-net Clinics, Clinic Activities, Clinical Conference, Practice Patterns, Physicians', Cohort Studies, Surgicenters, Community Health Systems, Medical Laboratory Personnel, Protocols, Nursing,,,,
NCT00893646, Weight Reduction Programs, Body Weight Changes, Weight Loss, Motor Activity, Blood Pressure Determination, Nutrition Assessment, Diet, Reducing, Nonrespondents, Weight-Loss Agents, Drug Therapy,,,,,
NCT00894946, Clinical Research Protocol, Female Contraception, Pregnancy, Heterotopic, Drug Evaluation, Pregnancy Outcome, Uterine Monitoring, Subfertility, Female, Reproductive Techniques, Protocols, Nursing, Ovum Donors,,,
NCT00895271, Asymptomatic Diseases, Systemic Enzyme Therapy, Drug Evaluation, Therapeutics, Hematologic Agents, Immune System Diseases, Point-of-Care Systems, Neumega, Hematologic Neoplasms, Drug-Related Side Effects and Adverse Reactions,,,,,,
NCT00898157, Lymphoma, Multicenter Study, Carcinoma in Situ, Clinical Trials, Phase I as Topic, Lymphoma, Mixed-Cell, Biomarkers, Tumor, Leukemia, Lymphoma, AIDS-Related, Hodgkin Disease, Models, Biological,
NCT00898495, Cancer Screening, Antineoplastic Protocols, Multicenter Study, Biomarkers, Tumor, Cancer of Intestines, Cancer, Second Primary, Clinical Trials, Phase I as Topic, Hematologic Neoplasms, Cancer of Urinary Tract, Carcinoma in Situ,,,
NCT00899587, Doxium, Blood Gas Analysis, Single-Masked Study, Blood Pressure Determination, WAS 406, Eye Hemorrhage, Oxygen Inhalation Therapy, oxerutin, Diabetic Retinopathy, Respiratory Therapy,,,,,,
NCT00909363, Neumega, Hematologic Tests, Hemorrhage, Nadroparin, Hematinics, Prothrombin Time, Sintrom, International Normalized Ratio, Revasc, Thrombostat,,,,,,
NCT00910260, Ultraviolet Therapy, Cancer of Skin, Photosensitivity Disorders, Phototherapy, Hand Dermatoses, Heliotherapy, Hyperpigmentation, Clinical Research Protocol, Nonrespondents, Skin Physiological Phenomena,,,,,,
NCT00910468, Culdoscopy, Fallopian Tube Reanastomosis, Gynecologic Surgical Procedures, Uterine Monitoring, Hysteroscopic Surgical Procedures, Laparoscopy, Surgical Procedures, Laparoscopic, Hysterectomy, Vaginal, Leiomyoma, Cholecystectomy,,,,
NCT00913913, Revlimid, Clinical Trials, Phase I as Topic, tecemotide, CRLX101, Oncophage, Neumega, drisapersen, Alkeran, Provenge, evofosfamide,,,,,
NCT00914199, Myocardial Revascularization, Percutaneous Coronary Intervention, Coronary Angiography, Coronary Artery Bypass, Rotational Atherectomy, Angioplasty, Balloon, Coronary, Angina, Unstable, Myocardial Infarction, Thrombolytic Therapy, Angiography,,,
NCT00915525, Drug Therapy, Urinary Incontinence, Nonrespondents, Treatment Effectiveness, Drug-Related Side Effects and Adverse Reactions, Dysmenorrhea, Outcome Measures, Clinical Investigators, Physical Therapy Modalities, Drug Evaluation,,,,,,
NCT00920738, Pediatric Obesity, Preexisting Condition Coverage, Matched-Pair Analysis, Protropin, Central Nervous System Neoplasms, Risk Factors, Diabetes Mellitus, Type 2, Insulin Shock, Weight Loss, Hematologic Neoplasms,,,,,
NCT00921349, Portasystemic Shunt, Surgical, Splenorenal Shunt, Surgical, Hepatic Encephalopathy, Portacaval Shunt, Surgical, Esophageal Varices, Esophageal and Gastric Varices, Gastric Varix, Portasystemic Shunt, Transjugular Intrahepatic, Liver Function Tests, Hypertension, Portal,
NCT00923923, Drug Therapy, Diagnosis, Psychiatric, Drug Withdrawal Symptoms, Drug Evaluation, Medical Marijuana, Nonrespondents, Patient Dropouts, Drug-Related Side Effects and Adverse Reactions, Alcoholism, Risk Behavior,,,,,
NCT00924482, Procedures, Heart-Assist Devices, Point-of-Care Systems, Catheterization, Central Venous, Clinical Research Protocol, Extracorporeal Membrane Oxygenation, Bedside Testing, Medical Records, Intraoperative Care, Cardiovascular Surgical Procedures,,,,,
NCT00927550, Drug Therapy, Drug-Related Side Effects and Adverse Reactions, Overmedication, Patient Dropouts, Diagnosis, Psychiatric, Drug Evaluation, Medication Nonadherence, Drug Abuse, Substance Abuse, Alcohol-Related Disorders,,,,,
NCT00929461, Intravenous Feeding, Blood Physiological Phenomena, Acid-Base Equilibrium, Ketonuria, Acetonemia, Infusions, Parenteral, Overnutrition, Insulin Shock, Weight Loss, Pelentan,,,,,
NCT00930462, Liver Function Tests, Drug Evaluation, Manipulation Therapy, Protropin, Cancer of Digestive System, Diffusion, OSI-7836, Clinical Research Protocol, Carcinoma in Situ, Medical Records,,,,,,
